domain,tld,email_type,spon_registrar,keyword,httpcode,locate_cmp,web_judge_result
cbbfre.cc,3,0,0,1,3,2,no
wowyea.com,1,2,1,1,1,2,yes
mai8780.com,1,0,0,1,1,2,no
808844.com,1,12,11,4,2,1,no
gsyhkk.cc,3,1,2,1,3,1,no
450666.com,1,0,0,1,4,2,yes
pcy-ccbb.cc,3,2,2,1,2,1,no
crkao.cn,2,1,12,1,4,2,no
009zyz.com,1,0,0,3,2,2,no
cbonsa.cc,3,2,12,1,3,1,no
sahcqmu.com,1,12,2,1,4,2,yes
ccbuxb.cc,3,5,1,1,3,2,no
miqi.cn,2,12,12,2,2,1,yes
6655vns.com,1,0,0,1,2,2,no
rt147.com,1,12,12,2,2,1,yes
wrfdq.com,1,0,0,1,3,2,no
188score.com,1,12,12,3,3,1,yes
szgxq.gov.cn,2,12,12,2,2,2,yes
bankqh.com,1,12,1,1,4,2,yes
ccb-a.info,6,0,0,1,3,2,no
wa-95599.cn,2,1,12,1,4,2,no
ght95588.cc,3,2,8,1,4,1,no
cctv40.cn,2,2,12,2,2,2,yes
gscbf.com,1,1,1,1,3,2,no
b-jm.pw,11,0,0,1,4,1,no
psy-cdd.cc,3,1,4,1,3,1,no
ibhezq.cc,3,0,0,1,3,2,no
ikbao.com,1,2,12,2,2,2,yes
miaozanwang.vip,16,1,12,1,3,1,no
zhejiang888.com,1,0,0,4,4,2,no
772203.com,1,0,0,4,2,2,no
ccbwyyc.com,1,1,2,1,3,1,no
95588cc.vip,16,1,12,1,3,1,no
10086aps.pw,11,0,0,1,4,1,no
bccv.com,1,12,1,2,1,2,yes
cbbsdwa.cc,3,1,6,1,3,1,no
lcbiy.com,1,0,0,1,4,2,no
16nt.net,4,2,1,1,3,2,yes
gf3336.com,1,0,0,1,3,1,no
95588qnt.cc,3,1,8,1,3,1,no
jnfczw.cc,3,5,1,1,3,2,no
wap-95533-po.cc,3,1,2,1,3,1,no
izdxt.com,1,1,12,1,3,1,no
ccbwww.cc,3,1,8,1,3,1,no
dancingchina.com,1,0,3,2,2,2,no
387707.com,1,0,0,4,2,2,no
wap-ctcv.cc,3,3,2,1,4,1,no
orgnitu.net,4,1,1,2,4,1,no
cbbytp.cc,3,1,2,1,3,1,no
pay-bct.cc,3,0,0,1,3,2,no
ccbzxn.cc,3,1,2,1,3,1,no
liuwoliuliu.cc,3,1,2,1,3,1,no
aoppl.com,1,0,0,1,2,2,no
hungodesign.com,1,0,0,1,3,2,no
ccdmnq.cc,3,2,8,1,3,1,no
cnert.cc,3,1,2,1,4,1,no
cpm.net,4,0,0,2,2,2,yes
bockp1ay.com,1,0,0,1,3,1,no
iotek.com.cn,2,12,12,2,2,2,yes
beioop.cc,3,1,4,1,4,1,no
pay-cbr.cc,3,0,0,1,3,2,no
005918.com,1,0,0,2,2,2,no
sjzxcbb.cc,3,1,6,1,3,1,no
bansha.com,1,12,12,1,3,1,yes
80188youxicz.com,1,0,0,1,3,2,no
528ktv.com,1,0,0,1,3,2,no
net-edu.net,4,12,8,2,2,1,no
pengyuandq.com,1,12,12,2,4,1,yes
wykxdz.cc,3,5,1,1,3,2,no
wfzymy.com,1,1,1,2,2,2,yes
vyts.net,4,2,12,4,3,1,no
cqchusiling.com,1,1,8,2,2,1,yes
mhk123.com,1,0,0,4,3,2,no
kanlelu.com,1,2,10,1,2,2,no
fmhyq.com,1,0,0,1,3,2,no
ccuopk.cc,3,12,6,1,3,1,no
zerotohundred.com,1,0,0,1,3,2,yes
jspya.com,1,12,10,1,3,2,no
xmhjc.cn,2,1,12,1,2,2,no
ccbjbe.cc,3,5,1,1,4,2,no
501668.com,1,0,0,4,4,1,no
cbbdc.cc,3,5,1,1,3,2,no
iceworldtwo.science,16,1,12,1,3,1,no
keyyou.net,4,0,0,1,4,1,yes
shoge858.com,1,0,0,1,1,1,no
dzhuahai.cn,2,0,0,1,3,2,no
555541.com,1,0,0,1,1,2,yes
lyg.gov.cn,2,12,12,2,2,2,yes
nextseason.cn,2,12,12,1,4,2,no
ccowwp.cc,3,1,8,1,3,1,no
ccbogj.cc,3,5,1,1,3,2,no
wap-jfccb.top,13,0,0,1,3,1,no
cbbcms.cc,3,1,2,1,3,1,no
366488.com,1,0,0,4,4,2,no
xingcai6868.com,1,5,1,1,3,2,no
0460.net,4,5,1,2,2,2,yes
0534123.com,1,2,2,2,2,1,yes
2877ygft.com,1,0,0,1,3,1,no
gsyhev.com,1,2,2,1,3,1,no
reku.tv,7,0,12,3,3,2,yes
cbbff.cc,3,5,1,1,3,2,no
zysz99.com,1,0,0,1,2,2,no
yigouw1987.com,1,0,0,1,3,2,no
958589.com,1,0,0,2,2,2,no
icbuz.com,1,1,12,1,3,1,no
95588jij.cc,3,1,4,1,4,1,no
wap-icbuc.cc,3,3,2,1,3,1,no
abche.pw,11,0,0,1,4,1,no
yzbbs.cc,3,2,2,3,2,1,yes
7597757.com,1,0,0,1,3,2,no
77808080.com,1,0,3,4,2,2,no
bo09.info,6,3,12,3,2,2,no
dsfdcce.com,1,1,12,1,3,1,no
rotjg.com,1,0,0,1,3,2,no
cbrwj.cc,3,1,6,1,3,1,no
95533lsi.cc,3,1,8,1,1,1,no
007222.net,4,12,2,1,4,1,no
ccbcnar.cc,3,8,2,1,3,1,no
sjzcbbt.cc,3,1,6,1,4,1,no
95533gzi.cc,3,1,8,1,4,1,no
wrfgx.com,1,0,0,1,3,2,no
yygou88.com,1,0,0,2,1,2,no
paisu08.com,1,0,0,1,3,2,no
95588ujk.pw,11,0,0,1,3,1,no
860717.com,1,1,7,2,2,1,yes
dellhpibm.com,1,3,4,1,2,2,yes
bytmco1.com,1,1,6,4,2,1,no
92077a.com,1,0,0,4,4,2,no
chaoa.cc,3,3,2,2,2,1,no
sftzg.com,1,1,1,2,2,2,yes
ccbey.com,1,0,0,2,1,2,no
haoyunyu.com,1,0,0,2,4,2,yes
abudai.com,1,2,12,1,2,1,no
747575.com,1,0,0,4,1,1,no
bagevent.com,1,0,0,2,2,2,yes
40357.top,13,0,0,1,3,2,no
173lh.cn,2,9,12,2,2,2,yes
95533es.cc,3,0,0,1,4,2,no
hfsdfd.com,1,0,0,1,3,2,no
jjhrgema.com,1,0,0,2,3,1,no
95533tb.com,1,3,12,1,3,1,no
5344wangyi.com,1,0,0,1,3,1,no
yuuboo.com,1,1,2,1,4,1,yes
919336.com,1,12,11,4,2,1,no
112268.com,1,0,0,4,2,2,no
31987a.com,1,0,0,1,2,2,no
yxzj59.com,1,0,0,2,3,2,no
mt-ccb.com,1,8,12,1,3,1,no
cbonse.cc,3,2,12,1,4,1,no
3dscience.com,1,12,12,2,2,2,yes
erecnr.pw,11,0,0,1,1,1,no
c9988.com,1,0,0,1,2,2,yes
easyhk.com,1,2,2,1,4,1,yes
292hh.com,1,0,0,2,4,2,yes
cbbvsjz.cc,3,1,6,1,4,1,no
1933msc.com,1,0,0,1,2,2,no
abcnongyeyh.com,1,0,0,1,3,2,no
tytianyun.cn,2,1,12,1,4,2,yes
izdxc.com,1,1,12,1,3,1,no
0378jz.cn,2,11,12,1,4,2,no
6366976.com,1,0,0,1,3,2,no
7387767.com,1,0,0,1,3,2,no
ghjfcs.com,1,0,0,1,3,2,no
6655206.com,1,0,0,1,3,2,no
220056.com,1,12,11,1,2,1,no
cledepeau-beaute.com.cn,2,12,12,1,1,2,yes
396568.com,1,0,0,2,2,2,no
ccnuaq.cc,3,5,1,1,3,2,no
kpdcbcc.com,1,0,0,1,3,1,no
xceyes.com,1,1,6,1,4,1,no
sojn.com,1,2,8,2,2,1,yes
gsyhdm.com,1,2,4,1,4,1,no
cbbuaf.cc,3,5,1,1,3,2,no
38138vns.com,1,1,8,2,2,1,no
jinsucai.com,1,1,1,2,2,2,yes
bd098.com,1,0,0,1,4,2,no
apghotel-beijing.com,1,0,0,1,2,1,no
icbxy.cc,3,12,1,1,3,2,no
welccb.com,1,0,0,1,4,2,no
95533icbn.pw,11,0,0,1,4,1,no
wv-95588.com,1,0,0,1,2,2,no
3606000.com,1,0,0,2,4,2,no
aiaigame.com,1,12,1,2,2,2,yes
jsdah.com,1,10,10,1,3,2,no
vip95588s.com,1,0,0,1,3,2,no
cbxkez.cc,3,2,12,1,3,1,no
wap-vcbv.cc,3,2,2,2,3,1,no
95588syw.cc,3,2,8,1,3,1,no
mycollect.net,4,12,6,2,2,1,yes
95588-qa.com,1,0,0,1,3,2,no
10000gf.com,1,12,10,1,3,2,yes
jshsvip.top,13,0,0,1,3,1,no
8e8e8.net,4,1,6,1,4,1,no
35300.com,1,0,12,1,2,2,no
95588-cbi.com,1,2,12,1,1,1,no
pf8.net,4,0,0,1,4,2,yes
m-ccbki.cc,3,1,2,1,3,1,no
tgouwuu.com,1,0,0,2,3,2,no
xp95588.cc,3,5,1,1,3,1,no
cceomm.cc,3,1,8,1,3,1,no
95588spe.cc,3,1,8,1,3,1,no
gichl.com,1,0,0,1,1,2,no
3125219.com,1,0,0,1,2,2,no
ghiujf.cc,3,5,1,1,3,2,no
95588wed.pw,11,0,0,1,4,1,no
wap-cbci.cc,3,2,2,1,4,1,no
zfbwsx.cn,2,12,12,1,3,2,no
suaoo002.com,1,0,0,1,3,2,no
ccbocb.com,1,0,0,1,3,2,no
7935r.com,1,0,0,4,2,2,no
bssjl.com,1,0,0,2,2,2,no
510996.com,1,0,0,4,2,2,no
0797qd.com,1,1,1,1,4,2,yes
eshiman.com,1,1,6,1,3,1,no
224401.com,1,0,0,4,3,2,no
gsula.com,1,0,0,1,3,2,no
44nba.com,1,0,0,1,3,2,no
10086ysm.pw,11,0,0,1,4,1,no
ccbucb.cc,3,1,1,1,3,2,no
ffa.cc,3,2,12,4,2,1,yes
95588sgs.cc,3,1,8,1,4,1,no
niurenqushi.com,1,8,4,2,2,2,yes
ccbnah.cc,3,5,1,1,3,2,no
wap-icvbx.cc,3,3,2,1,3,1,no
hkdgsn86.com,1,0,0,1,3,2,no
cbbmxs.cc,3,5,1,1,3,2,no
10086asd.pw,11,0,0,1,4,1,no
aw-95599.com,1,0,0,1,2,2,no
facaijikehhaha.cc,3,1,2,1,3,1,no
5689777.com,1,0,0,1,4,2,no
chinesefoot.com,1,0,3,1,3,2,yes
hg67806.com,1,0,0,2,2,2,no
bpbqk.com,1,0,0,1,3,2,no
wap-cvcr.cc,3,3,2,1,4,1,no
ghfcjw.com,1,2,2,1,3,1,no
xiyashiji.com,1,1,4,2,3,1,yes
icdcuh.cc,3,1,4,1,4,1,no
mfozv.com,1,12,10,1,3,2,no
suyg98w.com,1,0,0,2,2,1,no
ibovey.com,1,3,12,1,3,1,yes
msthdbv.pw,11,0,0,1,2,1,no
ccbnzq.cc,3,5,1,1,3,2,no
quanq58pt.com,1,0,0,1,2,2,no
ccumzh.cc,3,5,1,1,3,2,no
ccbcnaf.cc,3,8,2,1,4,1,no
960000.com,1,0,3,1,4,2,yes
95533qcc.cc,3,1,8,1,3,1,no
newman.mobi,16,12,12,2,2,1,yes
wap-cbcbi.cc,3,3,2,1,3,1,no
adconfer.com,1,2,2,1,4,1,no
freespa.cn,2,12,12,1,4,2,no
iccrd.cc,3,0,0,1,3,2,no
wap-cvxb.cc,3,2,2,1,3,1,no
19910221.cn,2,0,0,1,3,2,no
csmy0769.com,1,12,6,1,1,1,no
shebeicn.com,1,2,4,1,4,1,yes
h4826.cn,2,2,12,1,3,2,yes
315196.com,1,2,1,2,2,2,yes
060303.com,1,1,2,1,3,1,no
ufoxes.com,1,0,0,1,2,2,yes
ccvcb.cc,3,1,2,1,4,1,no
ccmwat.cc,3,5,1,1,4,2,no
bbciee.win,12,0,0,1,4,1,no
884558.com,1,1,10,1,2,1,no
jcwqd.com,1,0,0,1,3,2,no
itsup.com.cn,2,1,12,2,2,2,no
95533zll.cc,3,1,2,1,3,1,no
fcg114.com,1,1,2,2,4,1,yes
aigou365.com,1,1,1,1,4,2,yes
totalfitness.com.cn,2,1,12,1,2,1,yes
95588jjj.cc,3,1,4,1,3,1,no
ddjxd.com,1,12,1,1,3,2,no
yiiwiki.com,1,2,8,2,3,1,no
836831.com,1,1,6,2,3,1,no
abcun.cc,3,12,1,1,3,2,no
ccbiu.com,1,0,0,1,3,2,no
bete888.com,1,0,0,1,1,2,no
95588jjn.cc,3,1,2,1,3,1,no
cscecy.com,1,0,0,1,3,2,no
cbbctx.cc,3,1,2,1,4,1,no
89478.com,1,0,3,4,2,2,no
ccbrbz.cc,3,5,1,1,4,2,no
025lunwen.com,1,3,1,1,3,2,yes
368138.com,1,0,0,4,4,2,no
kongyaji1788.com,1,12,1,1,3,1,no
4437tt.com,1,0,0,2,4,2,no
159dnf.com,1,5,1,4,2,2,yes
gichj.com,1,0,0,1,1,2,no
34kkk.com,1,0,0,3,2,2,no
gfcyzq.cc,3,5,1,1,3,2,no
cecbmq.cc,3,12,8,1,3,1,no
pinanhd.com,1,1,2,1,3,1,no
dazhi.cc,3,2,4,2,2,1,yes
7317737.com,1,0,0,1,3,2,no
slit.cn,2,2,12,2,2,2,yes
189movie.com,1,12,1,2,2,2,yes
baomalove.com,1,12,12,2,2,2,yes
8mmm.com,1,12,11,2,2,1,no
wap-cyvc.cc,3,3,2,1,3,1,no
sjxtcbb.cc,3,1,6,1,3,1,no
wap-y95588.cc,3,2,2,1,4,1,no
wap-icbcvi.cc,3,2,2,1,3,1,no
jnfczg.cc,3,5,1,1,3,2,no
puy-ccbl.cc,3,1,2,1,3,1,no
cbbem.cc,3,5,1,1,3,2,no
9558392.com,1,0,0,1,3,2,no
ccbsax.cc,3,5,1,1,3,2,no
lnypr.com,1,0,0,2,2,2,no
758899.com,1,0,0,1,1,2,yes
wap-icibc.cc,3,2,2,1,3,1,no
ccbqju.cc,3,1,1,1,3,2,no
ab678.net,4,1,12,1,2,1,no
lply.org,5,1,12,2,2,1,yes
ccbvfe.com,1,1,12,1,3,1,no
icdcxa.cc,3,12,12,1,4,1,no
wap-ivcb.cc,3,1,2,1,3,1,no
ok-95588.com,1,0,0,1,3,2,no
ccbcnab.cc,3,8,2,1,4,1,no
youxi1158.com,1,0,0,1,3,2,no
0736888.cn,2,0,0,1,3,2,no
zbzdm.com,1,0,0,2,2,2,yes
ccnczd.cc,3,0,0,1,3,2,no
92294.net,4,12,11,4,2,1,no
ccbdnr.cc,3,5,1,1,3,2,no
ty555.net,4,12,7,1,1,1,yes
ccbnty.cc,3,5,1,1,3,2,no
yonganjiye.com,1,0,0,1,2,2,yes
waimaitong.net,4,12,12,4,2,2,no
njrsrc.com,1,2,2,2,2,1,yes
xinyanjx.cn,2,1,12,1,4,2,no
cceoma.cc,3,1,8,1,3,1,no
iewewe.com,1,1,12,1,3,1,no
64ab.com,1,0,0,2,2,2,no
mjjbh.com,1,0,0,1,4,2,no
cbeoxn.cc,3,2,8,1,3,1,no
566wyt.com,1,0,0,2,2,1,no
100000.cc,3,0,0,1,4,2,yes
remexsky.com,1,12,12,2,2,1,yes
vns5916.com,1,0,0,1,2,2,no
dzmnc.com,1,12,1,2,2,2,yes
502000.net,4,12,2,1,4,1,no
booksanya.com,1,0,0,1,4,2,no
zhaopay.com.cn,2,3,12,2,4,2,yes
hbhse.pw,11,0,0,1,4,1,no
cbbxq.cc,3,1,7,1,3,1,no
chinacleanexpo.com,1,12,12,1,3,1,yes
ku688.com,1,10,10,4,3,2,no
icdcex.cc,3,1,12,1,4,1,no
ey-95588.com,1,0,0,1,3,2,no
ccbokh.cc,3,5,1,1,3,2,no
cbcsaw.com,1,0,0,1,3,1,no
hkjsym.com,1,0,0,1,3,2,no
315198.com,1,2,1,2,2,2,yes
120zf.com,1,2,4,2,2,1,yes
wap-icbr.cc,3,3,2,1,4,1,no
icbchbt.cc,3,1,2,1,3,1,no
226632.com,1,0,0,1,1,2,no
bbs20.com,1,0,0,4,2,2,no
7935p.com,1,0,0,2,2,2,no
psy-cze.cc,3,1,4,1,3,1,no
janebook.cn,2,1,12,1,4,2,no
hexindai.com,1,1,1,1,1,2,yes
cbjiuw.cc,3,1,8,1,3,1,no
369489.com,1,0,0,1,2,2,no
688488.com,1,0,0,2,2,2,no
kingmel.net,4,0,0,2,3,1,no
7x24ems.com,1,1,4,1,2,2,yes
56568.cc,3,1,4,4,2,1,no
awums.com,1,12,2,2,2,1,yes
057801.com,1,1,2,2,2,1,yes
ccbxht.cc,3,5,1,1,3,2,no
642165.com,1,1,7,4,2,1,no
wap-95533-tv.com,1,3,10,1,2,2,no
guodonglin.com,1,0,0,1,1,2,no
777887.com,1,0,0,1,4,2,no
cmbcdn.com,1,12,6,1,3,1,no
gsayjf.com,1,0,0,1,3,2,no
k77.cc,3,0,0,1,4,2,no
17234.com,1,0,0,4,2,1,no
940336.com,1,0,0,2,2,2,no
dvsay.com,1,0,0,1,3,2,no
gw1881.com,1,0,0,1,1,2,no
cbbxc.cc,3,5,1,1,3,2,no
118kj.com,1,0,0,4,4,1,no
95588jjf.cc,3,2,8,1,4,1,no
0222888.com,1,0,3,2,2,2,yes
nmgdcs.com,1,1,1,1,3,2,no
fxaoe.com,1,2,6,2,2,1,yes
jumingyang.com,1,0,0,1,3,2,no
ccbbca.cc,3,2,8,1,3,1,no
kkksss.cc,3,1,6,2,2,1,no
cnshijue.com,1,1,12,1,3,1,yes
10086ypa.com,1,0,0,1,3,2,no
ccbiuf.cc,3,5,1,1,3,2,no
cmdncz.cc,3,2,8,1,4,1,no
wap-icfc.cc,3,1,2,1,4,1,no
cskao.cn,2,0,0,1,3,2,no
china-mile.com,1,1,4,1,4,2,yes
cceoac.cc,3,5,1,1,3,1,no
cbcbtq.cc,3,1,2,1,3,1,no
gshfcw.cc,3,5,1,1,3,2,no
ghjfpkk.com,1,1,2,1,3,1,no
ccbcv.cc,3,5,1,1,3,2,no
m-ccbmi.cc,3,1,2,1,3,1,no
209558.com,1,0,0,1,4,2,no
kwfqy.com,1,0,0,1,3,2,no
qiuxiaoshuo.com,1,0,0,2,2,2,yes
ccsoaz.cc,3,5,1,1,3,2,no
cthum.com,1,12,12,2,2,2,no
kefrjlmtot.win,12,0,0,1,3,1,no
cudsm.cc,3,0,0,1,3,1,no
chinapomelo.com.cn,2,3,12,1,3,2,yes
pumei888.cn,2,1,12,2,2,2,no
sjjczz95533.cc,3,1,8,1,3,1,no
tzyes.com,1,0,9,2,2,2,yes
025518.com,1,1,1,1,4,2,yes
shijuan.cn,2,2,12,2,2,2,yes
pay-zxv.cc,3,0,0,1,3,1,no
ccbezn.cc,3,5,1,1,3,2,no
haimianbao.cn,2,11,12,2,3,2,no
3862000.com,1,0,0,1,3,2,yes
44vs.com,1,1,1,2,2,2,yes
ccbmat.com,1,0,0,1,1,2,no
gsyhkaw.com,1,1,2,1,3,1,no
xxz.gov.cn,2,1,12,2,2,2,yes
ccsoah.cc,3,0,0,1,3,2,no
360taidi.com,1,1,4,1,4,2,yes
7935l.com,1,0,0,4,2,2,no
ccbudi.cc,3,0,0,1,3,2,no
jinyijian.com,1,1,1,1,4,2,yes
678323.com,1,0,3,1,3,2,yes
ccnaso.cc,3,5,1,1,3,2,no
sdhts.com,1,0,0,1,4,2,no
95588-fn.com,1,0,0,1,3,2,no
teyu.com,1,0,0,1,4,2,yes
20118.com,1,0,0,2,2,2,yes
561570.com,1,0,0,4,1,2,no
7877157.com,1,0,0,1,3,2,no
ccbwqs.cc,3,5,1,1,3,2,no
snqhjz.com,1,2,4,1,4,2,no
ccbdns.cc,3,5,1,1,3,1,no
luolia.cn,2,8,12,1,4,2,yes
95533ix.xyz,15,0,0,1,3,1,no
cbbtil.cc,3,0,0,1,3,2,no
ccnask.cc,3,5,1,1,3,2,no
234142.com,1,0,0,4,2,2,no
cnffsw.com,1,12,12,1,1,1,yes
gsjfwh.com,1,0,0,1,3,2,no
ccbgrk.com,1,1,10,2,2,2,no
douban.com,1,12,12,1,2,1,yes
dtunicom.cn,2,2,12,1,3,2,no
2255.net,4,0,3,2,2,2,yes
67yxii.com,1,0,0,2,2,2,no
ccbrbr.cc,3,5,1,1,3,1,no
ccbxr.cc,3,5,1,1,3,2,no
82953.com,1,0,3,1,4,2,yes
viccb.com,1,5,1,1,3,2,no
lolscw.cc,3,1,6,1,3,1,no
52maker.net,4,0,0,1,3,2,no
bjdsxx.com,1,8,8,2,2,1,yes
0415tk.com,1,12,12,2,2,1,no
apkgou85.com,1,0,0,1,1,2,no
lzceed.win,12,0,0,1,3,1,no
95533-ttl.info,6,0,0,1,3,2,no
pjblog.net.cn,2,2,12,1,2,2,no
225799.com,1,0,0,2,2,2,no
wap-icbxc.cc,3,2,2,1,4,1,no
wap-cveb.cc,3,3,2,1,4,1,no
1024ai.com,1,0,0,2,2,2,no
chengdetechan.cn,2,1,12,1,1,2,no
baikex.com,1,1,6,4,3,1,no
geli888.com,1,0,0,2,3,2,no
ccdcsg.cc,3,2,8,1,3,1,no
sbd5566.com,1,0,0,4,2,2,no
sz818.com,1,0,12,2,2,2,yes
yanlingtong.com,1,1,12,1,3,2,no
izbco.com,1,1,12,1,3,1,no
95533pf.cc,3,1,8,1,4,1,no
ccbhgf.com,1,1,2,1,3,1,no
cqjinka.com.cn,2,0,0,1,3,2,no
cbckyc.cc,3,1,6,1,3,1,no
bcfgs.com,1,1,1,1,2,2,yes
i1s.pw,11,0,0,1,4,1,no
icbc-dyk.com,1,12,12,1,4,1,no
432677.com,1,0,0,2,2,2,no
cceanx.cc,3,1,2,1,4,1,no
95588-ctu.com,1,2,12,1,1,1,no
4545678.com,1,1,12,1,2,1,no
yqqm.com,1,1,1,1,3,2,yes
10086kxz.pw,11,0,0,1,4,1,no
cgtz.com,1,5,1,1,4,2,yes
778879.com,1,0,0,4,2,2,no
tx-95588.com,1,0,0,1,3,2,no
ekeguan.com,1,5,1,2,2,2,yes
95588-zqh.com,1,0,0,1,4,2,no
vwvwv.com,1,12,7,4,2,1,no
ghykjf.cc,3,5,1,1,3,2,no
95588un-icbc.com,1,2,2,1,4,1,no
95533cav.com,1,0,0,1,3,2,no
18pptv.com,1,0,0,2,4,1,no
5sina.com,1,0,0,2,3,1,yes
iphoneoss.cn,2,2,12,1,3,2,no
69187.biz,9,1,12,1,3,1,no
pey-ccbe.cc,3,1,2,1,4,1,no
duoduoji.com,1,1,1,2,2,2,yes
040907.com,1,0,0,4,2,2,no
iccxb.com,1,2,4,1,3,1,no
fugas.pl,16,0,0,1,4,2,no
ccbift.cc,3,5,1,1,3,2,no
bjvvcca.com,1,0,0,1,2,2,yes
fxtbq.com,1,0,0,1,3,2,no
taiden.com,1,12,2,2,4,1,yes
jmp10086.com,1,12,11,1,3,1,no
95533hz.pw,11,0,0,1,4,1,no
0577web.net,4,12,12,1,3,2,yes
95599-zf.pw,11,0,0,1,4,1,no
97qingse.com,1,0,0,1,2,1,yes
mgzycn.com,1,3,4,2,2,2,yes
smzjzx.com,1,2,2,2,2,1,yes
ccbew.cc,3,5,1,1,4,2,no
959zq.cn,2,2,12,1,3,2,no
bet777.com,1,0,0,1,2,2,no
601605.com,1,0,12,2,2,2,no
kaluoa.cc,3,1,4,1,4,1,no
ccbtey.cc,3,5,1,1,3,2,no
xunmazhen2.com,1,12,2,2,4,1,no
ccbpwa.cc,3,5,1,1,3,2,no
cbaue.cc,3,12,7,1,3,1,no
9527xing.com,1,1,2,1,3,1,no
caiyuntianqi.com,1,0,3,1,4,2,no
yalouhei.com,1,0,0,1,3,2,no
cxbtn.cc,3,5,1,1,3,2,no
2jjxx.com,1,12,12,4,1,1,no
10086kxs.pw,11,0,0,1,3,1,no
yh886.com,1,1,8,2,2,1,yes
5aqb.com,1,2,1,1,2,2,yes
0967k.com,1,0,0,1,4,2,no
jpfiles.eu,16,0,0,2,2,2,yes
cceoaw.cc,3,0,0,1,3,2,no
hbhsjh.com,1,1,1,2,2,2,yes
ccnuyb.cc,3,5,1,1,3,2,no
ghzgyq.com,1,2,2,1,3,1,no
icbcncx.com,1,0,0,1,4,2,no
760366.com,1,0,0,1,2,2,no
zgjhjy.com,1,5,1,2,1,2,yes
jnfcah.cc,3,5,1,1,2,2,no
codmsr.cc,3,2,8,1,3,1,no
labcch.cc,3,1,6,1,4,1,no
95533pb.cc,3,1,8,1,4,1,no
542999.com,1,0,0,4,2,2,no
ccibtz.cc,3,1,12,1,4,2,no
023336.com,1,0,0,4,2,2,no
pay-caq.cc,3,0,0,1,3,2,no
1tc.co,10,1,12,1,4,1,no
clinicamarshaka.com,1,12,12,2,2,2,no
yuhuagu.com,1,12,4,2,2,1,yes
kmdjas.cc,3,5,1,1,3,2,no
cbbhf.cc,3,5,1,1,4,2,no
mz56.cc,3,0,0,1,3,2,no
nf95588.cc,3,1,4,1,4,1,no
ccbnbp.cc,3,5,1,1,3,2,no
king1.com.cn,2,12,12,2,2,2,yes
chizhou.gov.cn,2,2,12,1,1,2,yes
95599-zd.pw,11,0,0,1,4,1,no
icbcpt.cc,3,1,4,1,4,1,no
3pin1ge.cn,2,2,12,1,2,2,no
wap-crbc.cc,3,3,2,1,3,1,no
95588xyg.cc,3,1,8,1,4,1,no
durukan.com,1,0,0,2,2,2,yes
8882333.com,1,0,3,2,2,2,no
ccbcn.cc,3,0,0,1,3,2,no
ccb-dh.top,13,0,0,1,3,1,no
gdmeeting.com,1,2,4,1,3,2,no
pa-95588.com,1,0,0,1,3,2,no
zz07.com,1,0,0,2,2,2,no
gzspm.com,1,12,2,2,2,1,yes
jiae.com,1,12,12,2,2,2,yes
7977297.com,1,0,0,1,3,2,no
j1c.pw,11,0,0,1,4,1,no
mydrivers.com,1,0,3,3,2,2,yes
icbizs.com,1,0,0,1,3,2,no
tbfcz.cc,3,0,0,1,3,2,no
3qhouse.com,1,0,0,2,2,1,yes
cbbtae.com,1,1,10,2,2,1,no
wap-icbcr.com,1,0,0,1,3,2,no
icncu.com,1,0,0,2,2,2,no
wrfad.com,1,0,0,1,3,2,no
4000520553.com,1,1,4,1,3,2,yes
gouwan58.com,1,0,0,2,4,2,no
cvkect.com,1,2,6,1,3,1,no
icbcpty.pw,11,0,0,1,4,1,no
95588jfac.cc,3,1,1,1,3,2,no
pny-ccbm.cc,3,1,2,1,3,1,no
ccbyfd.cc,3,5,1,1,4,2,no
hongbaosuoping.com,1,5,1,2,2,2,yes
vienbtx.cc,3,0,0,1,3,2,no
kubotv.cc,3,1,12,1,4,1,yes
wrfau.com,1,0,0,1,3,2,no
guizhongmz.com,1,1,6,2,2,1,no
95533td.com,1,3,12,1,3,1,no
ccbfqw.cc,3,5,1,1,3,2,no
jfeiucrt.cc,3,1,4,1,3,1,no
jingchanguojiu.com,1,12,1,1,1,2,yes
95533rji.cc,3,1,8,1,4,1,no
095669.com,1,0,0,4,2,2,no
cicdi.cc,3,0,0,1,3,1,no
56piao.cn,2,12,12,2,2,1,no
062081.com,1,1,12,1,3,1,no
joohaod.top,13,0,0,1,3,1,no
xb-95588.com,1,0,0,1,3,2,no
678gao.com,1,12,11,1,4,1,yes
yqytjy.com,1,12,2,2,2,1,yes
js5011096.com,1,0,0,4,2,2,no
zgjcbn.com,1,1,2,1,4,1,yes
odata.cc,3,1,2,2,2,1,yes
wap-icbcz.cc,3,2,2,1,3,1,no
027mumbaby.com,1,1,12,2,2,1,yes
ccbare.com,1,0,0,1,3,2,no
95533kl.com,1,3,10,1,3,2,no
gg1994.com,1,0,0,1,1,2,yes
ccba95533.com,1,0,0,1,4,2,no
doumi.net,4,12,12,2,2,2,yes
icbclt.cc,3,5,1,1,2,2,no
ghyj-gthtj.top,13,0,0,2,3,1,no
cbbsbn.cc,3,5,1,1,3,2,no
bcbeyc.cc,3,1,6,1,3,1,no
657880.com,1,12,7,1,4,1,no
ccabwc.com,1,1,2,1,3,1,no
glzsy.com,1,11,12,1,4,1,no
tb168.com,1,0,3,1,2,2,yes
