domain,tld,email_type,spon_registrar,keyword,httpcode,locate_cmp,web_judge_result
234019.com,1,0,0,4,2,1,no
ajicbc.com,1,2,2,1,3,4,no
968068.com,1,10,10,1,4,1,yes
yuejiecasa.com,1,1,6,4,3,5,no
j-95588.com,1,0,0,1,3,1,no
cbhfgt.cc,3,5,1,1,3,3,no
flp1818.com,1,12,10,1,4,10,no
vns202.com,1,0,0,4,2,1,no
pxy-ccv.cc,3,0,0,1,3,1,no
icbchf.com,1,5,1,1,3,1,no
568488.com,1,1,12,1,3,4,no
011799.com,1,0,0,4,2,1,no
gscxc.com,1,1,6,1,3,3,no
95533xl.com,1,3,10,1,4,1,no
nsxdjb.win,12,0,0,1,3,7,no
95533-zn.cc,3,1,8,1,4,2,no
4everdns.net,4,0,9,2,2,1,yes
alipayesy.com,1,2,12,1,3,4,no
chxzj.com,1,1,1,2,3,1,yes
citycrossinghf.com,1,12,12,2,2,1,yes
123123.com,1,0,0,1,1,1,yes
ah315.cn,2,12,12,2,2,1,yes
smei.cc,3,0,0,2,3,1,yes
chnkls.cc,3,1,8,1,3,4,no
95533ps.com,1,3,10,2,3,1,no
00004005.com,1,0,0,4,2,1,no
psy-cza.cc,3,0,0,1,3,1,no
xiao78.com,1,0,0,3,3,1,yes
klduzz.pw,11,0,0,1,2,7,no
7877127.com,1,0,0,1,3,1,no
hscoc08.com,1,0,0,1,3,1,no
6224wangyi.com,1,0,0,1,3,7,no
bbsplayer.com,1,0,0,1,2,1,no
cbbers.cc,3,5,1,1,3,1,no
jxycw.com,1,1,12,2,4,2,yes
b2cedu.com,1,0,9,2,2,1,yes
ahgmj.com,1,1,12,1,3,2,no
g20chn.org,5,2,12,1,1,2,yes
666079.com,1,0,0,1,2,1,no
ccvumd.cc,3,5,1,1,3,1,no
hnlhgs.com,1,0,0,1,3,1,yes
mgyj.com,1,12,1,2,2,1,yes
l0086ndb.com,1,0,0,1,3,1,no
ccbtdc.cc,3,1,1,1,3,1,no
inck2.cc,3,8,8,1,3,4,no
2247788.com,1,12,12,4,2,5,no
cjxsspt071.com,1,0,0,1,3,1,no
xdsq.net,4,2,1,1,1,1,yes
cbcsax.com,1,0,0,1,3,5,no
yv-95588.com,1,0,0,1,3,1,no
pajtqn.com,1,12,10,1,2,1,no
678422.com,1,0,0,1,2,1,no
jfuu10086.com,1,12,11,1,3,4,no
0513tdrj.cn,2,2,12,1,4,1,yes
china.com,1,12,12,3,2,1,yes
59fff.com,1,0,0,2,4,1,no
lqzx.cc,3,12,12,2,2,5,no
008xs.com,1,0,0,2,2,1,yes
icbcnb.com,1,0,0,1,3,1,no
cjientc.cc,3,1,4,1,3,4,no
cbcno.cc,3,5,1,1,3,1,no
m-ccbko.cc,3,1,2,1,3,10,no
js3337.com,1,0,0,4,2,1,no
7769999.com,1,0,0,1,2,1,yes
icbcncc.com,1,2,2,1,3,3,no
40351.top,13,0,0,1,3,1,no
culigo.com,1,5,1,2,2,2,yes
95588jil.cc,3,1,4,1,4,7,no
388666.cc,3,12,4,2,3,4,no
ccb-sk.cc,3,5,1,1,3,1,no
95588-xjk.com,1,0,0,1,3,1,no
cbenka.cc,3,12,8,1,3,2,no
95533-ccb.cc,3,2,2,1,3,4,no
cmwater.com,1,12,2,2,2,5,yes
tyc8011.com,1,0,3,1,4,1,no
yuxuanjcw.com,1,0,0,1,1,1,yes
pny-crt.cc,3,2,2,1,4,2,no
c428.com,1,2,7,4,2,2,no
gfctsc.com,1,0,0,1,3,1,no
ccbdtv.cc,3,5,1,1,3,1,no
ebadu.net,4,0,9,2,2,1,yes
pay-llaab.cc,3,1,2,2,1,4,no
scydjf.pw,11,0,0,1,4,7,no
3344888.com,1,0,12,1,4,1,no
ccbsnd.cc,3,5,1,1,3,1,no
51paiming.com,1,2,12,2,4,1,yes
gdhjgf.pw,11,0,0,1,2,7,no
110160.com,1,0,0,1,4,2,yes
chenchen.me,8,9,12,1,4,3,yes
7enet.com,1,12,8,2,2,2,yes
seowhy.me,8,0,0,1,3,1,yes
mksweet.com.cn,2,12,12,1,4,1,no
ccomdm.cc,3,0,0,1,3,1,no
saibeinews.com,1,0,9,2,2,1,yes
020377.cc,3,0,0,1,2,1,no
baodecai.cn,2,1,12,2,3,1,yes
ccbwn.cc,3,5,1,1,4,1,no
1m538.com,1,0,0,1,3,4,no
ccbzsh.com,1,12,12,1,3,2,no
664aa.com,1,0,0,1,2,1,no
snhhup558.com,1,0,0,2,2,1,no
95588yui.cc,3,1,8,1,3,4,no
ghicjf.cc,3,5,1,1,3,1,no
ilmcwa.com,1,12,12,1,4,1,no
toysgu.com,1,1,4,2,2,2,yes
xigan.com,1,12,12,1,2,1,yes
59504.com,1,1,7,4,2,2,yes
03188.com,1,0,0,1,2,1,no
bokerlife.com,1,2,6,1,4,2,yes
ccbkve.cc,3,5,1,1,3,1,no
am9938.com,1,1,12,2,4,1,no
icdsjy.cc,3,1,6,1,4,4,no
ccbmct.cc,3,1,2,1,3,6,no
g-95599.com,1,0,0,1,1,1,no
95588mtw.com,1,1,10,1,4,2,no
hsjrthdfgsd.gq,16,0,0,1,3,1,no
lcbcicj.cc,3,1,1,1,3,4,no
pc811.com,1,0,3,1,2,1,yes
1sungo.com,1,12,6,2,2,4,yes
blssd.cn,2,12,12,2,3,1,yes
mo-fang.com,1,12,6,1,3,5,yes
553305.com,1,12,11,1,4,2,no
ccbtdg.cc,3,5,1,1,3,1,no
23476.com,1,0,0,4,4,1,no
icbas.cc,3,5,1,1,4,1,no
tianx.net,4,12,12,1,4,1,yes
ccbzxon.com,1,0,0,1,3,1,no
icbcixa.com,1,0,0,1,4,1,no
ccbbsu.cc,3,5,1,1,3,1,no
52qs.net,4,1,12,1,4,3,yes
oudea.cc,3,5,1,1,3,1,no
weimeng85.com,1,0,0,2,2,1,no
icbcglsq.com,1,1,8,1,4,4,no
eibcw.com,1,0,0,1,4,1,no
ccbhce.cc,3,1,2,1,3,5,no
2345.net,4,0,3,2,2,1,yes
cvkeqk.com,1,12,6,1,3,3,no
95588lif.cc,3,1,8,1,3,4,no
ceobbc.com,1,2,6,1,3,2,no
ccvumh.cc,3,5,1,1,3,1,no
weihaiedu.cn,2,12,12,2,2,1,yes
234162.com,1,0,0,4,2,1,no
95599tfi.cc,3,0,0,1,3,1,no
98syojypta.com,1,0,0,1,4,1,no
669760.com,1,0,0,2,2,1,no
dpcu.tk,14,0,0,1,2,1,no
5aqd.com,1,2,4,1,3,2,yes
ccbkfy.cc,3,5,1,1,3,1,no
95588-xkt.com,1,0,0,1,4,1,no
gsyhkc.com,1,0,0,1,3,1,no
ccznuy.cc,3,5,1,1,3,1,no
ccbwnd.cc,3,0,1,1,3,1,no
hz95533.cc,3,0,0,1,3,1,no
msc208.com,1,0,0,4,3,1,no
522cp.com,1,0,0,2,4,1,yes
ccbbvt.cc,3,5,1,1,3,3,no
333911.com,1,0,0,4,2,1,no
cbsen.cc,3,5,1,1,3,1,no
hdf153.com,1,1,12,2,2,3,yes
95533vcr.cc,3,0,0,1,3,1,no
psy-czu.cc,3,1,4,1,3,1,no
jczqj.com,1,0,0,1,3,1,no
ccbtia.cc,3,5,1,1,3,1,no
ccbxv.cc,3,5,1,1,4,1,no
hg376.com,1,0,0,2,2,1,no
cbeoxb.cc,3,2,8,1,3,4,no
ccsdcm.cc,3,2,8,1,3,4,no
ccbmnd.cc,3,5,1,1,3,1,no
5494.cc,3,0,0,1,2,1,no
lcbej.com,1,0,0,1,3,1,no
95588cib.cc,3,0,0,1,3,1,no
ccbfbk.cc,3,5,1,1,3,1,no
dgaerhdgads.tk,14,0,0,1,2,1,no
wap-95533-js.com,1,3,10,1,2,1,no
burrvl.pw,11,0,0,2,2,7,no
62628888.com,1,0,3,4,2,1,no
toto.sh.cn,2,1,12,1,2,1,no
sd95588.cc,3,5,1,1,4,3,no
mbbaoo.com,1,0,0,2,3,1,yes
cczznd.cc,3,5,1,1,3,1,no
ccbfe.com,1,1,12,1,3,4,no
cbb-axc.cc,3,1,6,1,3,2,no
cnyn.net,4,12,1,1,4,1,yes
ub-95588.com,1,0,0,2,2,1,no
22217.com,1,0,0,1,2,1,no
ccbqjs.cc,3,5,1,1,3,1,no
4809.com,1,0,0,1,1,1,no
ccbxpb.com,1,1,12,1,3,4,no
mixmedia.com,1,0,0,2,2,1,yes
boxwg.com,1,12,6,4,2,2,yes
ccbors.cc,3,5,1,1,3,3,no
ccbscy.cc,3,5,1,1,3,1,no
ccbkva.cc,3,5,1,1,3,1,no
ccomdu.cc,3,5,1,1,3,1,no
hongwu.com,1,0,0,4,4,1,no
icbyz.com,1,2,12,1,4,4,no
ccbqta.cc,3,5,1,1,3,7,no
l0086kvsj.com,1,0,0,1,3,4,no
mimi.me,8,3,12,1,3,5,yes
fuhao8.com,1,1,1,4,2,5,no
qh95588.cc,3,5,1,1,3,1,no
ao-95588.com,1,0,0,1,3,1,no
yoosow.com,1,0,0,1,1,1,yes
7327767.com,1,0,0,1,3,1,no
ccoddx.cc,3,2,8,1,4,4,no
555399.com,1,0,3,1,2,1,no
4276999.com,1,12,12,4,2,5,no
sl0086fc.com,1,3,2,1,3,4,no
lvgou89.com,1,0,0,1,3,1,no
730345.com,1,0,0,4,2,1,no
vipccbf.cc,3,2,8,1,3,4,no
ccbrsx.cc,3,0,0,1,3,1,no
ccbdcp.com,1,0,0,1,3,1,no
dcjyb.com,1,12,1,2,2,1,yes
icbcoow.com,1,3,10,1,4,3,no
taobwso.com,1,0,0,1,3,1,no
js501195.com,1,0,0,4,2,1,no
cbbyhw.cc,3,5,1,1,3,1,no
95588wgz.cc,3,2,2,1,3,2,no
xhjyt.com,1,1,1,2,1,1,yes
bjj-s.pw,11,0,0,1,4,7,no
dengjiayi.com,1,12,11,2,2,1,no
5173ys.com,1,0,0,4,2,1,no
cbasr.cc,3,2,2,1,3,4,no
95588vke.com,1,0,0,1,3,1,no
compass.com.cn,2,12,12,1,4,1,yes
678807.com,1,0,0,4,2,1,no
52bookshop.com,1,5,1,1,2,1,yes
poy-ccbz.cc,3,2,2,1,3,4,no
156988.red,16,1,4,1,4,6,no
2paiming.com,1,0,3,2,2,1,no
bangshouxiaodai.com,1,1,12,1,4,1,no
3434pp.com,1,0,0,2,2,1,yes
icbcphs.cc,3,1,8,1,3,4,no
0522.tv,7,1,4,4,2,1,no
sooyoo9.com,1,12,6,2,4,1,no
ccbyfn.cc,3,0,0,1,3,1,no
797sun.com,1,1,12,1,1,2,yes
ccdeaa.cc,3,5,1,1,4,1,no
china-honor.com,1,5,1,1,3,1,yes
wap-cbv.cc,3,2,2,1,4,2,no
082847.com,1,0,3,4,2,1,no
wrfmn.com,1,0,0,1,3,1,no
8mhh.com,1,2,1,1,2,1,yes
17yqw.com,1,0,0,4,2,1,no
amlogic.com,1,0,0,1,4,1,yes
ccbngj.cc,3,5,1,1,3,1,no
ccbuca.cc,3,5,1,1,4,1,no
puy-ccbl.com,1,3,10,1,4,1,no
gsiafc.com,1,2,2,1,3,4,no
135100.cn,2,2,12,4,2,1,yes
wap-95533.com,1,3,10,1,4,2,no
sym08.com,1,0,0,2,3,1,no
hbhjbl.cn,2,1,12,2,1,1,no
thanhsiang.org,5,12,12,2,2,1,yes
youxiczv602.com,1,0,0,2,3,1,no
h2yxzqqas.com,1,0,0,1,3,1,yes
theravada.org.cn,2,12,12,2,2,1,yes
shanwentou.com.cn,2,12,12,2,2,1,yes
www6140.com,1,1,12,4,4,2,no
thgd888.com,1,12,12,2,1,3,no
ccboom.cc,3,5,1,1,3,1,no
4043.com,1,0,0,4,2,1,no
jjdqipai88.com,1,0,0,1,1,1,no
wap-cvrb.cc,3,3,2,1,4,2,no
facaijiks.cc,3,1,2,1,3,5,no
lcbql.com,1,0,0,1,2,1,no
ccbvod.cc,3,5,1,1,3,3,no
wwccnn.com,1,9,4,1,4,4,yes
js9799.com,1,0,0,4,2,1,no
tcp-pay-cn.pw,11,0,0,1,2,7,no
dcxin.cn,2,0,0,2,3,1,no
wap-ctrb.cc,3,3,2,1,3,2,no
552138.com,1,0,0,1,4,1,no
169ku.com,1,12,12,1,2,1,yes
icbk95588.cc,3,1,8,1,3,4,no
48517.com,1,1,12,1,1,4,no
icbor.cc,3,12,1,1,3,1,no
ccbhf.cc,3,5,1,1,3,3,no
icbcs-xyk.com,1,0,0,1,4,1,no
ccb-c1.cc,3,1,2,1,4,7,no
aiquxs.com,1,0,0,2,2,1,yes
gshfcy.com,1,2,2,1,3,4,no
ccjxsd.com,1,0,0,1,3,5,no
aydbwqq.com,1,0,0,1,3,7,no
jflgsyh.com,1,0,0,1,3,1,no
gdxcu.com,1,2,1,1,3,1,yes
zhongheding.com,1,1,10,1,2,1,no
ccbcni.com,1,0,0,1,4,1,no
bcidc.net,4,1,1,2,2,1,yes
izdxk.com,1,1,12,1,3,4,no
xswes.com,1,0,0,1,4,1,no
1127888.com,1,1,2,2,2,6,no
ixbtv.com,1,0,0,1,3,1,no
ccbjkb.cc,3,5,1,1,3,1,no
178sb.com,1,0,0,4,3,1,no
jt3009.com,1,0,0,1,3,1,no
goukmi.com,1,0,0,1,3,1,no
cbbkwt.cc,3,5,1,1,3,1,no
tonysfarm.com,1,3,2,1,4,5,yes
game062.com,1,0,0,1,2,1,no
zyjjnz.com,1,12,8,2,2,5,yes
95588yln.cc,3,2,8,1,3,4,no
95599-ae.cc,3,1,8,1,4,2,no
95599av.cc,3,1,8,1,4,5,no
678038.com,1,1,1,1,4,2,no
yingshidiguo.cn,2,12,12,1,4,1,yes
ccomde.cc,3,5,1,1,3,1,no
dafosi.cc,3,0,0,1,3,1,no
goeue.com,1,0,0,1,3,1,no
kiwang.com,1,0,0,1,2,1,yes
95599abcc.com.cn,2,1,12,1,3,1,no
ccmane.cc,3,5,1,1,3,1,no
bbbb10.cn,2,12,12,1,3,1,no
ccbadd.cc,3,5,1,1,3,1,no
huangshizzsgw.com,1,0,0,1,3,1,no
ccbthg.cc,3,5,1,1,3,3,no
8987187.com,1,0,0,4,2,1,no
hf-ld.com,1,0,9,1,4,1,yes
drcbank.com,1,1,2,1,4,5,yes
16hc.com,1,2,1,2,3,1,yes
zxyhdsfd.com,1,0,0,1,4,1,no
95588-jr.com,1,0,0,1,3,1,no
ccbsra.cc,3,5,1,1,3,1,no
tfgwsc.com,1,1,12,1,3,6,no
icbacaf.com,1,1,10,1,4,2,no
yizi365.cn,2,2,12,4,1,1,yes
watoh-aorxd.com,1,0,0,1,3,1,no
clubjiaju.com,1,2,12,4,2,7,no
00003001.com,1,0,0,2,2,1,no
fanyidaren.com,1,5,1,2,4,1,yes
10086-minv.com,1,0,0,1,3,1,no
kmdjhk.cc,3,0,0,1,4,1,no
ccumum.cc,3,1,8,1,3,4,no
409911.com,1,0,0,1,2,5,no
ccbppk.cc,3,1,8,1,3,4,no
394cu.xyz,15,0,0,1,3,7,no
hqshuaimi.com,1,4,1,2,2,1,yes
pankuifan.com,1,2,1,1,4,1,no
ksntv.com.cn,2,1,12,2,2,1,yes
cbboz.cc,3,2,2,1,4,7,no
klyl.net,4,12,2,1,3,3,yes
662130.com,1,0,0,2,2,1,no
1489z.com,1,0,0,1,2,1,no
segmentfault.com,1,0,0,2,2,1,yes
ccbqdd.cc,3,5,1,1,3,1,no
sdhsgroup.cn,2,1,12,1,3,1,yes
goosteel.com,1,12,2,2,3,3,yes
tbwgou.com,1,1,7,4,2,2,no
apikx.com,1,0,0,1,3,1,no
xieanshijue.com,1,0,0,1,3,1,no
gshfcq.com,1,2,2,1,3,5,no
ghzgfc.com,1,2,2,1,3,4,no
apple-icloud-kefu.com,1,0,0,1,3,4,yes
03222.cc,3,0,0,1,2,1,no
xfxty.cn,2,1,12,1,4,1,no
szcgj.com,1,1,4,2,2,3,yes
iuthl.pw,11,0,0,1,3,7,no
ccbxf.cc,3,5,1,1,4,1,no
hnhuaifu.com,1,2,12,4,2,2,no
sxymu.cn,2,1,12,2,4,1,no
soolover.com,1,1,12,1,1,6,yes
ccbrvu.cc,3,5,1,1,3,1,no
doubib.pw,11,0,0,1,1,7,no
ghwdjf.cc,3,2,2,1,3,4,no
10086yjv.cc,3,2,8,1,4,4,no
appleliosid.com,1,0,0,1,3,1,no
hxbxyk.com,1,1,2,1,4,2,no
kuaizhongcai.com,1,0,3,1,4,1,yes
chqzs.com,1,3,4,1,3,1,yes
icbcwwz.cc,3,1,2,1,3,4,no
xm8.org,5,12,12,1,2,1,yes
mjyqy.com,1,0,0,1,3,1,no
kj599.com,1,12,7,2,2,2,yes
cs633.com,1,0,0,2,2,1,no
wxcl.org,5,12,12,2,2,3,yes
3344567.com,1,5,1,4,2,2,no
ccbirs.cc,3,5,1,1,3,1,no
qshpb.pw,11,0,0,2,2,7,no
40352.top,13,0,0,1,3,1,no
huangyiclub.com,1,1,12,1,4,1,yes
icbkx.cc,3,12,1,1,3,4,no
088682.com,1,12,11,1,2,2,no
bjmtg.gov.cn,2,12,12,1,4,1,yes
cbscq.cc,3,2,2,1,3,4,no
ccbptc.com,1,3,10,1,2,4,no
ccbkky.cc,3,1,8,1,3,4,no
w834.com,1,0,0,1,1,1,no
jnfcdz.cc,3,5,1,1,3,2,no
0931gb120.com,1,1,2,4,2,2,no
749tt.com,1,0,0,4,2,1,no
172vr.com,1,5,1,1,1,1,yes
pinganvb.com,1,1,2,1,3,2,no
xxgis.com.cn,2,0,0,1,3,1,yes
downyouxi.com,1,4,2,1,4,2,yes
kuaijiew88.com,1,0,0,1,3,1,no
x21.cn,2,4,12,1,4,1,yes
gxwnsm.com,1,2,8,1,4,3,no
cbnhws.cc,3,1,8,1,3,4,no
uutee.cc,3,0,0,1,3,4,no
95533ifc.cc,3,1,8,1,4,4,no
zhongshend.com,1,0,0,1,3,1,no
bm177.com,1,0,0,1,3,1,no
jnfcma.cc,3,5,1,1,3,1,no
tpugy.com,1,12,12,1,4,4,no
393958.com,1,10,10,1,3,1,no
pinganww.com,1,1,2,1,3,2,no
ccbdag.cc,3,1,8,1,3,4,no
jj.gov.cn,2,1,12,2,4,1,yes
pmedu.org,5,1,12,1,3,5,yes
ccabyo.com,1,1,2,1,3,4,no
uuiee.info,6,0,0,1,3,1,no
3838.cc,3,0,0,2,2,1,no
xdoernn.cc,3,1,4,2,4,4,no
cowher.net,4,12,12,1,3,1,no
674966.com,1,0,0,2,3,1,no
wap-siv.cc,3,2,2,1,3,2,no
ccbcna.com,1,0,0,1,4,1,no
7597797.com,1,0,0,1,3,1,no
bod.com,1,12,12,1,3,1,yes
cbscc.cc,3,5,1,1,4,1,yes
zx1122.com,1,0,0,1,1,1,no
js2222.net,4,0,0,2,2,1,no
gyhbc.cc,3,5,1,1,3,1,no
iccrb.com,1,0,0,1,2,1,no
lwck.net,4,1,1,1,4,1,yes
ccdsz.pw,11,0,0,1,4,7,no
zbhealth.cn,2,1,12,2,2,1,yes
56iu.com,1,1,12,1,4,5,yes
ccb738.com,1,0,0,1,4,1,no
wap-icbcj.cc,3,2,2,1,3,2,no
wap-tcbci.cc,3,2,2,1,3,4,no
hunlang.com,1,0,3,1,1,1,yes
dl-huake.cn,2,3,12,1,2,1,no
zebtxbe.cc,3,1,4,1,1,2,no
95588t.cc,3,1,8,1,3,4,no
icbcsicc.com,1,2,2,1,4,2,no
95533isy.cc,3,1,8,1,4,4,no
95588-q.com,1,0,0,1,3,1,no
ccbtah.com,1,0,0,1,4,1,no
95533ctc.cc,3,5,1,1,2,1,no
vzbetxs.com,1,1,12,1,3,2,no
01bl.com,1,2,6,2,2,2,yes
icicsm.com,1,12,12,1,3,2,no
ccbviu.cc,3,2,2,1,3,4,no
95588ghjf.cc,3,1,8,1,3,4,no
95599-cu.pw,11,0,0,1,4,7,no
pay-zxn.cc,3,0,0,1,3,1,no
aoiit.com,1,0,0,1,4,1,no
bjbisheng.com.cn,2,1,12,1,2,1,yes
439940.com,1,12,11,2,2,2,no
d4cao.com,1,0,0,2,2,1,yes
sm-ccb.com,1,12,2,1,3,4,no
028pos.cn,2,1,12,1,4,1,yes
wsza10086.com,1,0,0,1,3,5,no
bocrc.com,1,0,0,1,4,1,no
95588ul-icbc.com,1,2,2,1,3,5,no
jnmama.com,1,12,1,1,2,1,yes
vnp10086.pw,11,0,0,1,4,7,no
pp23238.com,1,0,0,1,3,7,no
jianbiaoji.com,1,0,0,4,3,1,no
cbnske.cc,3,2,8,1,3,4,no
95588-zax.com,1,0,0,1,3,1,no
376788.com,1,0,0,1,2,1,no
ibcrh.com,1,0,0,1,3,1,no
588344.com,1,1,7,2,2,3,no
apple-icloudfindr.net,4,0,0,2,3,4,no
cscuac.com,1,0,0,1,3,5,no
ybqyj.net.cn,2,1,12,2,2,1,no
ccbxq.cc,3,0,0,1,3,1,no
95599bv.vip,16,1,12,1,3,4,no
168918.net,4,2,12,1,4,1,yes
dxbxk.com,1,12,1,2,3,1,yes
ccbrdd.cc,3,0,0,1,3,1,no
cbare.cc,3,12,7,1,3,4,no
hk.com,1,0,0,1,4,1,yes
718111.com,1,0,0,4,4,1,no
vns065.com,1,0,0,4,2,1,no
z6ccb.com,1,1,1,1,3,1,no
10086aap.cc,3,1,2,1,3,4,no
zzrdbj.com,1,12,1,2,2,2,yes
ccscdc.cc,3,2,8,1,3,4,no
gwdyf.cc,3,5,1,1,3,3,no
linuxeden.com,1,12,2,2,2,2,yes
chinaqjqh.cn,2,4,12,1,3,1,yes
bjzx.net,4,12,12,2,2,1,yes
95599-cw.pw,11,0,0,1,4,7,no
ppkccb.pw,11,0,0,1,4,7,no
080846.com,1,0,3,1,3,1,no
678777.com,1,0,0,2,2,1,no
cbaks.cc,3,2,2,1,4,4,no
qdsrb.com,1,0,0,2,4,1,no
m-rccb.cc,3,1,2,1,4,4,no
00077.cn,2,8,12,2,2,1,yes
cbbosa.cc,3,12,8,1,3,3,no
gaofeite.com,1,2,7,1,2,2,no
icbccgy.com,1,0,0,1,3,1,no
666206.com,1,1,12,4,2,4,no
senhongjj.com,1,1,12,4,2,3,no
33dys.com,1,1,1,1,2,4,yes
asycxv.pw,11,0,0,1,2,7,no
xinkexue.com,1,0,0,2,4,1,yes
ccibk.com,1,0,0,1,4,1,no
cnbacb.cc,3,5,1,1,4,1,no
333casino.net,4,0,0,2,4,1,yes
szjinding.net,4,0,0,2,2,1,no
wap-icbcn.cc,3,2,2,1,3,4,no
ccsomo.cc,3,5,1,1,4,1,no
7977267.com,1,0,0,1,3,1,no
ccbtcf.cc,3,1,1,1,3,1,no
diannaopeizhi.com,1,12,12,2,2,1,yes
ccbirw.cc,3,5,1,1,3,1,no
cbcekd.cc,3,1,6,1,3,3,no
53666666.com,1,0,3,1,4,1,yes
bwrwyd.pw,11,0,0,1,4,7,no
ccbqtt.cc,3,5,1,1,3,1,no
vjirerf.pw,11,0,0,1,4,7,no
95533hy.cc,3,5,1,1,3,1,no
ccjf86.com,1,1,6,1,3,4,no
cattleya66.com,1,3,12,1,4,1,yes
sogou.com,1,12,12,2,2,6,yes
95533jt.cc,3,1,2,1,3,4,no
82bg.net,4,12,10,1,2,1,no
pty-ccbl.com,1,3,10,1,4,1,no
ccumsp.cc,3,0,0,1,3,1,no
huanqiu.com,1,12,12,3,2,2,yes
kf2.cn,2,12,12,1,4,1,yes
jyrgfh.pw,11,0,0,1,2,7,no
dahedaiyun.com,1,2,2,1,4,2,yes
95588re-icbc.com,1,2,12,1,1,4,no
paigou888.com,1,0,0,2,2,1,no
vsbaidu.com,1,0,9,1,3,1,no
ghjfka.com,1,0,0,1,3,1,no
zjgedz.gov.cn,2,12,12,1,3,1,yes
339tech.com,1,1,12,1,2,1,no
crizt.com,1,1,10,2,2,1,no
xgbbs.net,4,8,4,2,2,2,yes
zgshdj.com,1,12,12,1,2,1,yes
dombira.com,1,5,1,2,3,1,yes
pny-viv.cc,3,2,2,1,4,4,no
game9833.com,1,0,0,1,4,7,no
cbbcda.cc,3,1,2,1,4,4,no
zol.com,1,12,1,4,2,1,yes
000673.com,1,2,12,2,2,2,no
20297.com,1,0,0,1,4,1,no
gg905.com,1,0,0,1,2,1,no
746466.com,1,12,12,1,4,2,no
95588-wa.cn,2,1,12,1,3,1,no
toocle.com,1,12,12,2,2,2,yes
l0086qwk.com,1,0,0,1,3,1,no
bsyedu.com,1,0,0,1,2,1,yes
020-idc.net,4,0,0,1,3,1,yes
414ai.com,1,0,0,2,2,1,no
jz718.com,1,0,0,2,3,2,no
ccbcnsn.com,1,1,10,2,2,1,no
coolpalm.net,4,1,8,1,1,2,no
icbcqk-xyk.com,1,0,0,1,3,1,no
seofei.com,1,12,6,1,3,3,no
ccbbem.cc,3,5,1,1,3,1,no
icbcwou.cc,3,1,2,1,3,4,no
hx-95588.com,1,0,0,1,3,1,no
ccbxsn.cc,3,5,1,1,4,1,no
httpmop.com,1,0,0,1,2,1,no
ccbfbt.com,1,0,0,1,1,1,no
royalzxx.com.cn,2,0,0,1,3,1,no
asoew.com,1,0,0,1,2,1,no
pcy-icb.cc,3,8,4,1,3,5,no
siyudf.com,1,2,12,4,2,2,yes
gg313.com,1,0,0,1,2,7,no
haildu.com,1,0,0,1,3,1,no
bjwater.gov.cn,2,12,12,2,2,1,yes
cbaus.cc,3,2,2,1,4,4,no
cadi68.cn,2,3,12,1,2,1,no
n7321.com,1,0,0,2,2,1,no
jfacc.com,1,0,0,1,3,1,no
pay-iccbl.cc,3,1,2,1,4,4,no
0353-news.com,1,0,0,1,3,5,no
pay-zxb.cc,3,0,0,1,3,1,no
mfddh.com,1,4,1,1,2,1,yes
3830.cc,3,12,12,4,2,5,no
hndawu.com,1,1,4,2,2,1,no
icbcuvx.cc,3,5,1,1,3,1,no
icbum.com,1,1,12,1,3,4,no
211966.com,1,1,12,1,3,3,yes
zhkeji.cn,2,1,12,2,2,1,no
guojinbao.com,1,5,1,2,2,1,yes
elexcon.com,1,5,1,2,2,1,yes
95588svu.com,1,0,0,1,3,4,no
cscuax.com,1,0,0,1,3,5,no
cnwlmq.com,1,0,0,1,3,3,no
675966.com,1,0,0,2,3,1,no
95533yc.top,13,0,0,1,3,1,no
458800.com,1,0,0,4,4,1,no
cndmne.cc,3,2,8,1,3,4,no
95588dsj.cc,3,1,8,1,3,4,no
ccbins.cc,3,1,8,1,3,4,no
gaomingsy367.com,1,0,0,1,4,1,no
bjyjwy.com,1,5,1,2,2,1,yes
feixin2.com,1,0,0,2,2,1,yes
73349.com,1,12,11,4,2,6,no
49666.com,1,0,0,1,4,1,no
cbbcx.cc,3,5,1,1,3,1,no
852766.com,1,2,7,1,4,2,no
haowj.com.cn,2,12,12,3,2,1,yes
95588jfdh.com,1,0,0,1,3,1,no
jcyqm.com,1,0,0,1,3,1,no
10086fmsa.com,1,0,0,1,3,1,no
wap-bvciv.cc,3,3,2,1,3,4,no
lanmeiwang.net,4,12,8,2,2,4,no
kjtjds.cn,2,3,12,1,4,1,yes
gavandi.net,4,12,12,1,4,1,no
ghdfcj.com,1,2,2,1,3,4,no
qwxs.net,4,1,2,1,4,3,no
jsaku.com,1,10,10,1,4,1,no
bocico.pw,11,0,0,1,4,7,no
kunlunjs.com,1,3,12,2,2,5,no
95533yai.cc,3,2,8,1,4,4,no
xhha6688.com,1,0,0,1,4,1,no
ccbvjk.cc,3,5,1,1,3,1,no
ttzhekou.com,1,3,1,2,2,1,yes
psy-cbr.cc,3,2,4,1,3,5,no
sdfds.cc,3,5,1,1,3,1,no
03138.cc,3,0,0,1,4,1,no
027zyh.com,1,1,1,1,1,1,yes
222msc.net,4,0,0,4,3,1,no
szyatyxm.com.cn,2,3,12,1,4,1,yes
ccbkmf.com,1,1,12,1,3,4,no
664195.com,1,1,6,4,2,3,no
wrfba.com,1,0,0,1,3,1,no
eduyingke.com,1,5,1,2,2,1,yes
